A rose was helped by a dog .	rose 1 AND help . theme 3 1 AND help . agent 3 6 AND dog 6	in_distribution
The sailor dusted a boy .	* sailor 1 ; dust . agent 2 1 AND dust . theme 2 4 AND boy 4	in_distribution
Emma rolled a teacher .	roll . agent 1 Emma AND roll . theme 1 3 AND teacher 3	in_distribution
Evelyn rolled the girl .	* girl 3 ; roll . agent 1 Evelyn AND roll . theme 1 3	in_distribution
A cake was forwarded to Levi by Charlotte .	cake 1 AND forward . theme 3 1 AND forward . recipient 3 Levi AND forward . agent 3 Charlotte	in_distribution
The captain ate .	* captain 1 ; eat . agent 2 1	in_distribution
The girl needed to cook .	* girl 1 ; need . agent 2 1 AND need . xcomp 2 4 AND cook . agent 4 1	in_distribution
A cake rolled .	cake 1 AND roll . theme 2 1	in_distribution
The cookie was passed to Emma .	* cookie 1 ; pass . theme 3 1 AND pass . recipient 3 Emma	in_distribution
Emma ate the ring beside a bed .	* ring 3 ; eat . agent 1 Emma AND eat . theme 1 3 AND ring . nmod . beside 3 6 AND bed 6	in_distribution
A horse gave the cake beside a table to the mouse .	* cake 4 ; * mouse 10 ; horse 1 AND give . agent 2 1 AND give . theme 2 4 AND give . recipient 2 10 AND cake . nmod . beside 4 7 AND table 7	in_distribution
Amelia gave Emma a strawberry .	give . agent 1 Amelia AND give . recipient 1 Emma AND give . theme 1 4 AND strawberry 4	in_distribution
A cat disintegrated a girl .	cat 1 AND disintegrate . agent 2 1 AND disintegrate . theme 2 4 AND girl 4	in_distribution
Eleanor sold Evelyn the cake .	* cake 4 ; sell . agent 1 Eleanor AND sell . recipient 1 Evelyn AND sell . theme 1 4	in_distribution
The book was lended to Benjamin by a cat .	* book 1 ; lend . theme 3 1 AND lend . recipient 3 Benjamin AND lend . agent 3 8 AND cat 8	in_distribution
The cake was frozen by the giraffe .	* cake 1 ; * giraffe 6 ; freeze . theme 3 1 AND freeze . agent 3 6	in_distribution
The donut was studied .	* donut 1 ; study . theme 3 1	in_distribution
Isabella forwarded a box on a tree to Emma .	forward . agent 1 Isabella AND forward . theme 1 3 AND forward . recipient 1 Emma AND box 3 AND box . nmod . on 3 6 AND tree 6	in_distribution
A cake was stabbed by Scarlett .	cake 1 AND stab . theme 3 1 AND stab . agent 3 Scarlett	in_distribution
A pencil was fed to Liam by the deer .	* deer 8 ; pencil 1 AND feed . theme 3 1 AND feed . recipient 3 Liam AND feed . agent 3 8	in_distribution
The cake was eaten by Olivia .	* cake 1 ; eat . theme 3 1 AND eat . agent 3 Olivia	in_distribution
The pen was offered to the girl by Emma .	* pen 1 ; * girl 6 ; offer . theme 3 1 AND offer . recipient 3 6 AND offer . agent 3 Emma	in_distribution
Oliver crumpled .	crumple . theme 1 Oliver	in_distribution
A butterfly cleaned .	butterfly 1 AND clean . agent 2 1	in_distribution
The melon was lended to a girl .	* melon 1 ; lend . theme 3 1 AND lend . recipient 3 6 AND girl 6	in_distribution
A bottle was rolled by Olivia .	bottle 1 AND roll . theme 3 1 AND roll . agent 3 Olivia	in_distribution
The priest ate .	* priest 1 ; eat . agent 2 1	in_distribution
The cat knew the boy .	* cat 1 ; * boy 4 ; know . agent 2 1 AND know . theme 2 4	in_distribution
Olivia was slipped a pencil .	slip . recipient 2 Olivia AND slip . theme 2 4 AND pencil 4	in_distribution
Oliver awarded Isabella the donut .	* donut 4 ; award . agent 1 Oliver AND award . recipient 1 Isabella AND award . theme 1 4	in_distribution
The cake was liked by a lawyer .	* cake 1 ; like . theme 3 1 AND like . agent 3 6 AND lawyer 6	in_distribution
A girl was awarded a cake in a soup .	girl 1 AND award . recipient 3 1 AND award . theme 3 5 AND cake 5 AND cake . nmod . in 5 8 AND soup 8	in_distribution
The girl drew a bat .	* girl 1 ; draw . agent 2 1 AND draw . theme 2 4 AND bat 4	in_distribution
A squirrel valued a cookie on a seat .	squirrel 1 AND value . agent 2 1 AND value . theme 2 4 AND cookie 4 AND cookie . nmod . on 4 7 AND seat 7	in_distribution
The bat was drawn by Emma .	* bat 1 ; draw . theme 3 1 AND draw . agent 3 Emma	in_distribution
A drink was eaten by a child .	drink 1 AND eat . theme 3 1 AND eat . agent 3 6 AND child 6	in_distribution
Amelia dusted the girl beside a stage .	* girl 3 ; dust . agent 1 Amelia AND dust . theme 1 3 AND girl . nmod . beside 3 6 AND stage 6	in_distribution
Mia respected a cake .	respect . agent 1 Mia AND respect . theme 1 3 AND cake 3	in_distribution
The cookie was sold to Charlotte .	* cookie 1 ; sell . theme 3 1 AND sell . recipient 3 Charlotte	in_distribution
A penny rolled .	penny 1 AND roll . theme 2 1	in_distribution
Charlotte was passed a cake .	pass . recipient 2 Charlotte AND pass . theme 2 4 AND cake 4	in_distribution
A girl offered a rose to Isabella .	girl 1 AND offer . agent 2 1 AND offer . theme 2 4 AND offer . recipient 2 Isabella AND rose 4	in_distribution
The crayon was nursed .	* crayon 1 ; nurse . theme 3 1	in_distribution
A cookie was lended to a frog by a girl .	cookie 1 AND lend . theme 3 1 AND lend . recipient 3 6 AND lend . agent 3 9 AND frog 6 AND girl 9	in_distribution
Liam meant that Sophia rolled a teacher on a seat .	mean . agent 1 Liam AND mean . ccomp 1 4 AND roll . agent 4 Sophia AND roll . theme 4 6 AND teacher 6 AND teacher . nmod . on 6 9 AND seat 9	in_distribution
The dog sold the girl a cake .	* dog 1 ; * girl 4 ; sell . agent 2 1 AND sell . recipient 2 4 AND sell . theme 2 6 AND cake 6	in_distribution
A citizen passed the dog the cake .	* dog 4 ; * cake 6 ; citizen 1 AND pass . agent 2 1 AND pass . recipient 2 4 AND pass . theme 2 6	in_distribution
A sandwich was given to the cat by the giraffe .	* cat 6 ; * giraffe 9 ; sandwich 1 AND give . theme 3 1 AND give . recipient 3 6 AND give . agent 3 9	in_distribution
The box was missed by Emma .	* box 1 ; miss . theme 3 1 AND miss . agent 3 Emma	in_distribution
Liam hoped that the dog preferred to run .	* dog 4 ; hope . agent 1 Liam AND hope . ccomp 1 5 AND prefer . agent 5 4 AND prefer . xcomp 5 7 AND run . agent 7 4	in_distribution
A visitor was posted a rose by a turtle .	visitor 1 AND post . recipient 3 1 AND post . theme 3 5 AND post . agent 3 8 AND rose 5 AND turtle 8	in_distribution
The penny was painted .	* penny 1 ; paint . theme 3 1	in_distribution
David expected to cook .	expect . agent 1 David AND expect . xcomp 1 3 AND cook . agent 3 David	in_distribution
Camila was forwarded the cookie in a house beside the computer by Olivia .	* cookie 4 ; * computer 10 ; forward . recipient 2 Camila AND forward . theme 2 4 AND forward . agent 2 Olivia AND cookie . nmod . in 4 7 AND house 7 AND house . nmod . beside 7 10	in_distribution
James investigated .	investigate . agent 1 James	in_distribution
The child appreciated that Emma valued that a cookie was slid .	* child 1 ; appreciate . agent 2 1 AND appreciate . ccomp 2 5 AND value . agent 5 Emma AND value . ccomp 5 10 AND cookie 8 AND slide . theme 10 8	in_distribution
Emma liked that a girl saw .	like . agent 1 Emma AND like . ccomp 1 5 AND girl 4 AND see . agent 5 4	in_distribution
The pen was helped .	* pen 1 ; help . theme 3 1	in_distribution
Emma liked that the melon was rolled .	* melon 4 ; like . agent 1 Emma AND like . ccomp 1 6 AND roll . theme 6 4	in_distribution
The sailor laughed .	* sailor 1 ; laugh . agent 2 1	in_distribution
The teacher hunted Emma .	* teacher 1 ; hunt . agent 2 1 AND hunt . theme 2 Emma	in_distribution
A game was changed by the boy .	* boy 6 ; game 1 AND change . theme 3 1 AND change . agent 3 6	in_distribution
Liam gave the monkey a chalk in the container .	* monkey 3 ; * container 8 ; give . agent 1 Liam AND give . recipient 1 3 AND give . theme 1 5 AND chalk 5 AND chalk . nmod . in 5 8	in_distribution
The boy was lended a present by the baby .	* boy 1 ; * baby 8 ; lend . recipient 3 1 AND lend . theme 3 5 AND lend . agent 3 8 AND present 5	in_distribution
Isabella liked a cat .	like . agent 1 Isabella AND like . theme 1 3 AND cat 3	in_distribution
A donut was offered to the turtle .	* turtle 6 ; donut 1 AND offer . theme 3 1 AND offer . recipient 3 6	in_distribution
Michael respected a cake on a chair .	respect . agent 1 Michael AND respect . theme 1 3 AND cake 3 AND cake . nmod . on 3 6 AND chair 6	in_distribution
touch	LAMBDA a . LAMBDA b . LAMBDA e . touch . agent e b AND touch . theme e a	primitive
Chloe was handed the raisin on the table by Emma .	* raisin 4 ; * table 7 ; hand . recipient 2 Chloe AND hand . theme 2 4 AND hand . agent 2 Emma AND raisin . nmod . on 4 7	in_distribution
A cake was rented to a bee .	cake 1 AND rent . theme 3 1 AND rent . recipient 3 6 AND bee 6	in_distribution
A bee hunted the cake on the seat in the sack .	* cake 4 ; * seat 7 ; * sack 10 ; bee 1 AND hunt . agent 2 1 AND hunt . theme 2 4 AND cake . nmod . on 4 7 AND seat . nmod . in 7 10	in_distribution
A brain was valued by Emma .	brain 1 AND value . theme 3 1 AND value . agent 3 Emma	in_distribution
A box was inflated .	box 1 AND inflate . theme 3 1	in_distribution
Olivia liked the donut .	* donut 3 ; like . agent 1 Olivia AND like . theme 1 3	in_distribution
A monster ate .	monster 1 AND eat . agent 2 1	in_distribution
The coach ate .	* coach 1 ; eat . agent 2 1	in_distribution
Dylan offered a flag beside a trophy to Liam .	offer . agent 1 Dylan AND offer . theme 1 3 AND offer . recipient 1 Liam AND flag 3 AND flag . nmod . beside 3 6 AND trophy 6	in_distribution
The donut was thrown .	* donut 1 ; throw . theme 3 1	in_distribution
A cake was given to Ethan .	cake 1 AND give . theme 3 1 AND give . recipient 3 Ethan	in_distribution
Olivia was handed a cake in a garden .	hand . recipient 2 Olivia AND hand . theme 2 4 AND cake 4 AND cake . nmod . in 4 7 AND garden 7	in_distribution
The butterfly lended a donut beside the table to Matthew .	* butterfly 1 ; * table 7 ; lend . agent 2 1 AND lend . theme 2 4 AND lend . recipient 2 Matthew AND donut 4 AND donut . nmod . beside 4 7	in_distribution
A muffin was fed to the monkey by Elizabeth .	* monkey 6 ; muffin 1 AND feed . theme 3 1 AND feed . recipient 3 6 AND feed . agent 3 Elizabeth	in_distribution
A bat was cooked .	bat 1 AND cook . theme 3 1	in_distribution
Ella decomposed a cookie in the stadium .	* stadium 6 ; decompose . agent 1 Ella AND decompose . theme 1 3 AND cookie 3 AND cookie . nmod . in 3 6	in_distribution
The frog believed that a cake was given to Emma by Ava .	* frog 1 ; believe . agent 2 1 AND believe . ccomp 2 7 AND cake 5 AND give . theme 7 5 AND give . recipient 7 Emma AND give . agent 7 Ava	in_distribution
Liam was given the strawberry in a cabinet .	* strawberry 4 ; give . recipient 2 Liam AND give . theme 2 4 AND strawberry . nmod . in 4 7 AND cabinet 7	in_distribution
Evelyn preferred to eat .	prefer . agent 1 Evelyn AND prefer . xcomp 1 3 AND eat . agent 3 Evelyn	in_distribution
The lion smiled .	* lion 1 ; smile . agent 2 1	in_distribution
Olivia nursed .	nurse . agent 1 Olivia	in_distribution
The girl posted Emma the rose .	* girl 1 ; * rose 5 ; post . agent 2 1 AND post . recipient 2 Emma AND post . theme 2 5	in_distribution
The girl loved a cake beside a house .	* girl 1 ; love . agent 2 1 AND love . theme 2 4 AND cake 4 AND cake . nmod . beside 4 7 AND house 7	in_distribution
Emma passed a cake to the girl .	* girl 6 ; pass . agent 1 Emma AND pass . theme 1 3 AND pass . recipient 1 6 AND cake 3	in_distribution
The priest changed .	* priest 1 ; change . theme 2 1	in_distribution
A lion supported that the boy dusted .	* boy 5 ; lion 1 AND support . agent 2 1 AND support . ccomp 2 6 AND dust . agent 6 5	in_distribution
The child dreamed to talk .	* child 1 ; dream . agent 2 1 AND dream . xcomp 2 4 AND talk . agent 4 1	in_distribution
The box was drawn by the child .	* box 1 ; * child 6 ; draw . theme 3 1 AND draw . agent 3 6	in_distribution
Camila gave a cake in a storage to Emma .	give . agent 1 Camila AND give . theme 1 3 AND give . recipient 1 Emma AND cake 3 AND cake . nmod . in 3 6 AND storage 6	in_distribution
The cookie was liked by a scientist .	* cookie 1 ; like . theme 3 1 AND like . agent 3 6 AND scientist 6	in_distribution
The balloon was handed to a donkey by Ava .	* balloon 1 ; hand . theme 3 1 AND hand . recipient 3 6 AND hand . agent 3 Ava AND donkey 6	in_distribution
A cracker was poked .	cracker 1 AND poke . theme 3 1	in_distribution
The girl offered a cake in the cup beside a torch to Alexander .	* girl 1 ; * cup 7 ; offer . agent 2 1 AND offer . theme 2 4 AND offer . recipient 2 Alexander AND cake 4 AND cake . nmod . in 4 7 AND cup . nmod . beside 7 10 AND torch 10	in_distribution
A frog ate a sweetcorn in a pile .	frog 1 AND eat . agent 2 1 AND eat . theme 2 4 AND sweetcorn 4 AND sweetcorn . nmod . in 4 7 AND pile 7	in_distribution
A donut was eaten by a boy .	donut 1 AND eat . theme 3 1 AND eat . agent 3 6 AND boy 6	in_distribution
The cake was loved by Aubrey .	* cake 1 ; love . theme 3 1 AND love . agent 3 Aubrey	in_distribution
Liam forwarded the girl the donut .	* girl 3 ; * donut 5 ; forward . agent 1 Liam AND forward . recipient 1 3 AND forward . theme 1 5	in_distribution
A girl helped the cake on the rack .	* cake 4 ; * rack 7 ; girl 1 AND help . agent 2 1 AND help . theme 2 4 AND cake . nmod . on 4 7	in_distribution
A girl was sold the cake .	* cake 5 ; girl 1 AND sell . recipient 3 1 AND sell . theme 3 5	in_distribution
Emma floated Alexander .	float . agent 1 Emma AND float . theme 1 Alexander	in_distribution
A girl sold the cookie to Charlotte .	* cookie 4 ; girl 1 AND sell . agent 2 1 AND sell . theme 2 4 AND sell . recipient 2 Charlotte	in_distribution
The fig was liked .	* fig 1 ; like . theme 3 1	in_distribution
Hazel cried .	cry . agent 1 Hazel	in_distribution
The jacket was held .	* jacket 1 ; hold . theme 3 1	in_distribution
The girl changed a sandwich beside the table .	* girl 1 ; * table 7 ; change . agent 2 1 AND change . theme 2 4 AND sandwich 4 AND sandwich . nmod . beside 4 7	in_distribution
Emma gave a landlord the box in a house .	* box 5 ; give . agent 1 Emma AND give . recipient 1 3 AND give . theme 1 5 AND landlord 3 AND box . nmod . in 5 8 AND house 8	in_distribution
The balloon was painted by a boy .	* balloon 1 ; paint . theme 3 1 AND paint . agent 3 6 AND boy 6	in_distribution
A girl liked the raisin .	* raisin 4 ; girl 1 AND like . agent 2 1 AND like . theme 2 4	in_distribution
The pancake was passed to Charlotte by Noah .	* pancake 1 ; pass . theme 3 1 AND pass . recipient 3 Charlotte AND pass . agent 3 Noah	in_distribution
The monkey posted a pen to the spokesman .	* monkey 1 ; * spokesman 7 ; post . agent 2 1 AND post . theme 2 4 AND post . recipient 2 7 AND pen 4	in_distribution
The pretzel was doubled .	* pretzel 1 ; double . theme 3 1	in_distribution
